id_firma,sursa,firma,judet,localitate,persoana,email1,email2,telefon1,telefon2,cui,adresa,nume_norm,surse,nr_duplicate
1186,ADRESE_2000,CATOANTUD SRL,IASI,Iasi,Haulica Gabriel,,,,,,"CALEA CHISINAULUI NR.2 A, BL.MICA, CORP C3 SC.",CATOANTUD,ADRESE_2000,1
1187,ADRESE_2000,CENTRIC IT SOLUTIONS ROMANIA SRL,IASI,Iasi,De Reus Bastiaan Jan,,,,,,"STR. PALAT,NR.3C, BL.E3 SC.",CENTRIC IT SOLUTIONS ROMANIA,ADRESE_2000,1
1188,ADRESE_2000,CHIRO LTD SRL,IASI,Iasi,Soric Mihaela,,,,,,"BDUL. CHIMIEI NR.101, BL. SC.",CHIRO LTD,ADRESE_2000,1
1189,ADRESE_2000,CITADIN SA,IASI,Iasi,Postolache Adrian Gigi,,,,,,"BDUL. TUDOR VLADIMIRESCU, NR.32C",CITADIN,ADRESE_2000,1
1190,ADRESE_2000,CLIMA THERM CENTER SRL,IASI,Iasi,Popovici Catalin George,,,,,,SOS. PACURARI NR.139,CLIMA THERM CENTER,ADRESE_2000,1
1191,ADRESE_2000,COBYUL SRL,IASI,Iasi,Ciaun Iulian,,,,,,FDC. PAUN NR.2,COBYUL,ADRESE_2000,1
1192,ADRESE_2000,COLECT METAL SRL,IASI,Iasi,Buzincu Petru,,,,,,SOS. BUCIUM NR.27,COLECT METAL,ADRESE_2000,1
1193,ADRESE_2000,COMPANIA DE TRANSPORT PUBLIC IASI SA,IASI,Iasi,Grigoriu Ioan,,,,,,"STR. SILVESTRU, NR.5, BL.C20 SC.",COMPANIA DE TRANSPORT PUBLIC IASI,ADRESE_2000,1
1194,ADRESE_2000,CONDUENT BUSINESS SERVICES ROMANIA SRL,IASI,Iasi,Vasiliu Florentina,,,,,,"STR. PALAS NR.7 B-7 C, BL.UBC. 3, CORP C1 SC.",CONDUENT BUSINESS SERVICES ROMANIA,ADRESE_2000,1
1195,ADRESE_2000,CONEST DACIA RESIDENCE SRL,IASI,Iasi,Pistea Roxana Maria,,,,,,BDUL. METALURGIEI NR.2,CONEST DACIA RESIDENCE,ADRESE_2000,1
1196,ADRESE_2000,CONEST SA,IASI,Iasi,Pistea Roxana Maria,,,,,,"BDUL. METALURGIEI, NR.2",CONEST,ADRESE_2000,1
1197,ADRESE_2000,CONEX DISTRIBUTION SA,IASI,Iasi,Martonca Cristian Anton,,,,,,"CALEA CHISINAULUI NR.32, BL.CORP C3 SC.",CONEX DISTRIBUTION,ADRESE_2000,1
1198,ADRESE_2000,CONSYS INTERNATIONAL SRL,IASI,Iasi,Coman Dan Bogdan,,,,,,"SOS. PACURARI NR.116 B, BL. SC.",CONSYS INTERNATIONAL,ADRESE_2000,1
1199,ADRESE_2000,COTNARI SA,IASI,Cotnari,Deleanu Remus Ionut,,,,,,,COTNARI,ADRESE_2000,1
1200,ADRESE_2000,COVIAL CVA SRL,IASI,Podu Iloaiei,Nechifor Vasile,,,,,,"STR. SCOBALTENI NR.2, BL.C1 SC.",COVIAL CVA,ADRESE_2000,1
1201,ADRESE_2000,CRAMELE COTNARI SA,IASI,Cotnari,Matei Ioan,,,,,,"NR., BL.CORP C28 SC.",CRAMELE COTNARI,ADRESE_2000,1
1202,ADRESE_2000,DAMAREX SRL,IASI,Iasi,Haulica Gabriel,,,,,,"CALEA CHISINAULUI NR.2A, BL.CORP C3 SC.",DAMAREX,ADRESE_2000,1
1203,ADRESE_2000,DAROCONSTRUCT SRL,IASI,Iasi,Fedoreac Nicoleta,,,,,,"STR. AUREL VLAICU, NR.76A, BL.C1 SC.",DAROCONSTRUCT,ADRESE_2000,1
1204,ADRESE_2000,DAS SRL,IASI,Iasi,Solomon Ioan Iulian,,,,,,STR. AUREL VLAICU NR.87,DAS,ADRESE_2000,1
1205,ADRESE_2000,DEMO IDIL CONSTRUCT SRL,IASI,Iasi,Baietrau Ion,,,,,,"CALEA CHISINAULUI, NR.23, BL.C7 SC.",DEMO IDIL CONSTRUCT,ADRESE_2000,1
1206,ADRESE_2000,DEMO STRADE GROUP AG SRL,IASI,Iasi,Serban Dan Manuel,,,,,,"CALEA CHISINAULUI NR.23, BL.C8 SC.",DEMO STRADE GROUP AG,ADRESE_2000,1
1207,ADRESE_2000,DEROM DENTAL INTERNATIONAL SRL,IASI,Iasi,Dohotariu Daniel Valeru,,,,,,STR. PROF. I. INCULET NR.3,DEROM DENTAL INTERNATIONAL,ADRESE_2000,1
1208,ADRESE_2000,DETENTE SOLUTIONS SRL,IASI,Balciu,Mereuta Iuliana Carla,,,,,,"STR. PACII NR.1, BL.C1 SC.",DETENTE SOLUTIONS,ADRESE_2000,1
1209,ADRESE_2000,DR. DOBREA CLINIC SRL,IASI,Iasi,Vetrila Vadim,,,,,,"STR. ARCU NR.18, BL.CORP C1 SC.",DR DOBREA CLINIC,ADRESE_2000,1
1210,ADRESE_2000,EKY SAM SRL,IASI,Targu Frumos,Samoila Radu Marian,,,,,,STR. JUSTITIEI NR.2-5,EKY SAM,ADRESE_2000,1
1211,ADRESE_2000,ELECTROPUTERE VFU PASCANI SA,IASI,Pascani,Ianus Gelu,,,,,,STR. GARII NR.18,ELECTROPUTERE VFU PASCANI,ADRESE_2000,1
1212,ADRESE_2000,ELEMATIS TECH SRL,IASI,Iasi,Onofrei Razvan Gabriel,,,,,,SOS. NICOLINA NR.143 M,ELEMATIS TECH,ADRESE_2000,1
1213,ADRESE_2000,ENVIRO CONSTRUCT SRL,IASI,Bratuleni,Chihaia Dan,,,,,,"STR. BASARABIA NR.4, BL.CORP A SC.",ENVIRO CONSTRUCT,ADRESE_2000,1
1214,ADRESE_2000,EUROTEX COMPANY SRL,IASI,Iasi,Sandru Maria,,,,,,"STR. LUCA ARBORE NR.2, BL. SC.",EUROTEX COMPANY,ADRESE_2000,1
1215,ADRESE_2000,EXPRESS CREDIT AMANET SRL,IASI,Iasi,Miut Laurentiu,,,,,,"STR. SILVESTRU NR.21, BL.L1 SC.",EXPRESS CREDIT AMANET,ADRESE_2000,1
1216,ADRESE_2000,FERMADOR SRL,IASI,Podu Iloaiei,Mihalache Anda Mihaiela,,,,,,"STR. NATIONALA NR.1, BL.CORP C2 SC.",FERMADOR,ADRESE_2000,1
1217,ADRESE_2000,FERTIL STAR SRL,IASI,Hlincea,Ursu Iulian,,,,,,STR. RASARITULUI NR.135,FERTIL STAR,ADRESE_2000,1
1218,ADRESE_2000,FIDES EXPRESS SRL,IASI,Popricani,Christescu Daniela Cristina,,,,,,"STR. INDUSTRIEI NR.2, BL.C1 SC.",FIDES EXPRESS,ADRESE_2000,1
1219,ADRESE_2000,FITERMAN DISTRIBUTION SRL,IASI,Iasi,Fiterman Patricia,,,,,,"SOS. PACURARI NR.127, BL. SC.",FITERMAN DISTRIBUTION,ADRESE_2000,1
1220,ADRESE_2000,FITERMAN PHARMA SRL,IASI,Iasi,Fiterman Solomon,,,,,,"STR. MOARA DE FOC NR.35, BL. SC.",FITERMAN PHARMA,ADRESE_2000,1
1221,ADRESE_2000,FOCALITY SRL,IASI,Iasi,Rusu Cezar Dumitru,,,,,,STR. SULFINEI NR.18,FOCALITY,ADRESE_2000,1
1222,ADRESE_2000,FONDAL INTERNATIONAL SRL,IASI,Letcani,Sabbatini Piero,,,,,,"STR. SERBAN CANTACUZINO NR.23, BL.CORP 1 SC.",FONDAL INTERNATIONAL,ADRESE_2000,1
1223,ADRESE_2000,GAROM FOOD SRL,IASI,Bratuleni,Terinte Gabriel,,,,,,"STR. PRINCIPALA NR.39, BL.HALA C6 SC.",GAROM FOOD,ADRESE_2000,1
1224,ADRESE_2000,GBN IMPORT AUTOMOBILE SRL,IASI,Iasi,Bracaci Andreas,,,,,,"SOS. PACURARI NR.157, BL. SC.",GBN IMPORT AUTOMOBILE,ADRESE_2000,1
1225,ADRESE_2000,GODADDY SERVICES SRL,IASI,Iasi,Dumitriu Diana Elena,,,,,,"BDUL. CAROL I NR.3, BL.BUSINESS CENTRE SC.",GODADDY SERVICES,ADRESE_2000,1
1226,ADRESE_2000,GRANARIA CERES SRL,IASI,Tabara,Gradinariu Cristian,,,,,,BL.C4 SC.,GRANARIA CERES,ADRESE_2000,1
1227,ADRESE_2000,GRENZEBACH ROMANIA SRL,IASI,Iasi,Nica Daniel Silviu,,,,,,SOS. IASI-TOMESTI NR.33 A,GRENZEBACH ROMANIA,ADRESE_2000,1
1228,ADRESE_2000,GRUP CONSTRUCTII EST SA,IASI,Iasi,Cojocariu Marius,,,,,,BDUL. SOCOLA NR.7,GRUP CONSTRUCTII EST,ADRESE_2000,1
1229,ADRESE_2000,HD TRANS TEXTIL SRL,IASI,Holboca,Hanu Laurentiu,,,,,,,HD TRANS TEXTIL,ADRESE_2000,1
1230,ADRESE_2000,HELP FLUX SRL,IASI,Iasi,Ionascu Bogdan Alexandru,,,,,,"STR. STRAPUNGERE SILVESTRU NR.16, BL.CL16 SC.",HELP FLUX,ADRESE_2000,1
1231,ADRESE_2000,HTR SPEDITION SRL,IASI,Iasi,Schiopu Olesea,,,,,,STR. DEALUL BUCIUM NR.26,HTR SPEDITION,ADRESE_2000,1
1232,ADRESE_2000,IASICON SA,IASI,Iasi,Stoian Ioan,,,,,,"BDUL. TUDOR VLADIMIRESCU, NR.45A, BL.B1 SC.",IASICON,ADRESE_2000,1
1233,ADRESE_2000,IG WATTEEUW ROMANIA SRL,IASI,Iasi,Teodoru Cristian,,,,,,"BDUL. CHIMIEI NR.6, BL.ZONA B SC.",IG WATTEEUW ROMANIA,ADRESE_2000,1
1234,ADRESE_2000,IMPORT CARS LEASING SRL,IASI,Iasi,Bracaci Gigel,,,,,,"SOS. PACURARI NR.157, BL. SC.",IMPORT CARS LEASING,ADRESE_2000,1
1235,ADRESE_2000,INDUSTRIALIZAREA CARNII KOSAROM SA,IASI,Pascani,Antoci Ioan,,,,,,STR. ABATOR NR.65,INDUSTRIALIZAREA CARNII KOSAROM,ADRESE_2000,1
1236,ADRESE_2000,INOVALABEL SRL,IASI,Bratuleni,Constantin Emanuel,,,,,,STR. TUDOR VLADIMIRESCU NR.1,INOVALABEL,ADRESE_2000,1
1237,ADRESE_2000,INTER UNO SRL,IASI,Iasi,Iancu Simon,,,,,,BDUL. TUDOR VLADIMIRESCU NR.71 A,INTER UNO,ADRESE_2000,1
1238,ADRESE_2000,IULIUS MANAGEMENT CENTER SRL,IASI,Iasi,Iatco Radu Constantin,,,,,,"STR. PALAS , NR.7A, BL.A1 SC.",IULIUS MANAGEMENT CENTER,ADRESE_2000,1
1239,ADRESE_2000,LARA FARM SRL,IASI,Iasi,Palade Laura Mihaela,,,,,,"PIATA VOIEVOZILOR NR., BL.A9 SC.",LARA FARM,ADRESE_2000,1
1240,ADRESE_2000,LINCOR TRANS SRL,IASI,Iasi,Stici Galina,,,,,,"STR. DECEBAL NR.4 B, BL.X9 SC.",LINCOR TRANS,ADRESE_2000,1
1241,ADRESE_2000,LORIMER SRL,IASI,Pascani,Pintilie Loredana Elena,,,,,,"STR. MIHAIL EMINESCU NR.4 A, BL. SC.",LORIMER,ADRESE_2000,1
1242,ADRESE_2000,MADO CORPORATION SRL,IASI,Bratuleni,Gunbeyi Ibrahim,,,,,,"STR. INDUSTRIILOR NR.32, BL.CORP SC.",MADO CORPORATION,ADRESE_2000,1
1243,ADRESE_2000,MAMBU TECH SRL,IASI,Iasi,Zbereanu Ioan Ciprian,,,,,,"STR. PALAT NR.1, BL.MOLDOVA CENTER SC.",MAMBU TECH,ADRESE_2000,1
1244,ADRESE_2000,MARCEL SRL,IASI,Rachiteni,Iacob Marcel,,,,,,NR.,MARCEL,ADRESE_2000,1
1245,ADRESE_2000,MB DISTRIBUTION MED SRL,IASI,Iasi,Rusu Mircea,,,,,,"STR. PACURARI NR.20, BL.4 SC.A",MB DISTRIBUTION MED,ADRESE_2000,1
1246,ADRESE_2000,MECON IASI SRL,IASI,Bratuleni,Bubulac Adrian Marius,,,,,,STR. CAMPULUI NR.10,MECON IASI,ADRESE_2000,1
1247,ADRESE_2000,MEDIA ROM GRUP SRL,IASI,Iasi,Melinte Ioan,,,,,,"BDUL. NICOLAE IORGA , NR.41A, BL. SC.",MEDIA ROM GRUP,ADRESE_2000,1
1248,ADRESE_2000,MENNEKES ELECTRIC SRL,IASI,Bratuleni,Hesse Christoph,,,,,,"STR. CONSTANTIN BRANCUSI, NR.7",MENNEKES ELECTRIC,ADRESE_2000,1
1249,ADRESE_2000,MIGDALIN SRL,IASI,Iasi,Amarandei Emilia,,,,,,BDUL. NICOLAE IORGA NR.2 A,MIGDALIN,ADRESE_2000,1
1250,ADRESE_2000,MIHAK & TIBAK SRL,IASI,Lunca Cetatuii,Acasandrei Mihai,,,,,,NR.,MIHAK TIBAK,ADRESE_2000,1
1251,ADRESE_2000,MISAVAN TRADING SRL,IASI,Bratuleni,Otea Ciprian Ionel,,,,,,"STR. NICOLAE TITULESCU, NR.7",MISAVAN TRADING,ADRESE_2000,1
1252,ADRESE_2000,MOLDOVA SEMINTE SRL,IASI,Bivolari,Douat Bruno Jean Christophe,,,,,,DJ. 282B NR.KM 0.700,MOLDOVA SEMINTE,ADRESE_2000,1
1253,ADRESE_2000,MOLDOVA TIGANASI SA,IASI,Tiganasi,Haraga Mihai,,,,,,,MOLDOVA TIGANASI,ADRESE_2000,1
1254,ADRESE_2000,MOTEXCO SRL,IASI,Iasi,Coman Ciprian,,,,,,"BDUL. CHIMIEI NR.6, BL.PAV. ADM. SC.",MOTEXCO,ADRESE_2000,1
1255,ADRESE_2000,NERA COMPUTERS SRL,IASI,Uricani,Chiriac Gabriela Valentina,,,,,,"STR. ION NECULCE NR.9, BL.C1 SC.",NERA COMPUTERS,ADRESE_2000,1
1256,ADRESE_2000,NOVA MIRO SRL,IASI,Targu Frumos,Miron Constantin,,,,,,SOS. BUZNEA NR.8 B,NOVA MIRO,ADRESE_2000,1
1257,ADRESE_2000,OMCO ROMANIA SRL,IASI,Iasi,Boghiu Gigi,,,,,,"CALEA CHISINAULUI, NR.43A",OMCO ROMANIA,ADRESE_2000,1
1258,ADRESE_2000,PALAS 1 SRL,IASI,Iasi,Iatco Radu Constantin,,,,,,"STR. PALAS , NR.7A, BL.A1 SC.",PALAS 1,ADRESE_2000,1
1259,ADRESE_2000,PANIFCOM SRL,IASI,Iasi,Gheorghica Doina Liliana,,,,,,"CALEA CHISINAULUI NR.29, BL.CORP C6 SC.",PANIFCOM,ADRESE_2000,1
1260,ADRESE_2000,PESTOS SRL,IASI,Iasi,Chiriac Petru,,,,,,"BDUL. ALEXANDRU CEL BUN NR.9, BL.D1 SC.D",PESTOS,ADRESE_2000,1
1261,ADRESE_2000,PHARMA SA,IASI,Iasi,Nicuta Constantin,,,,,,"SOS. BUCIUM, NR.73E",PHARMA,ADRESE_2000,1
1262,ADRESE_2000,PHINIA DELPHI ROMANIA SRL,IASI,Bratuleni,Lipinski John Russell,,,,,,"STR. BRATULENI , NR.1",PHINIA DELPHI ROMANIA,ADRESE_2000,1
1263,ADRESE_2000,POLIROM PACKAGING SRL,IASI,Iasi,Virvea Elena Corina,,,,,,STR. BUCIUM NR.34,POLIROM PACKAGING,ADRESE_2000,1
1264,ADRESE_2000,PRIMA CONSTRUCT SRL,IASI,Iasi,Enea Iustian Marius,,,,,,STR. TABACULUI NR.30,PRIMA CONSTRUCT,ADRESE_2000,1
1265,ADRESE_2000,PROINVEST GROUP SRL,IASI,Pascani,Sandu Vasile,,,,,,STR. GRADINITEI NR.1,PROINVEST GROUP,ADRESE_2000,1
1266,ADRESE_2000,QUARTZ MATRIX SRL,IASI,Iasi,Suchar Mihai Valentin,,,,,,BDUL. CAROL I NR.5 D,QUARTZ MATRIX,ADRESE_2000,1
1267,ADRESE_2000,QUATRO GRUP DISTRIBUTION SRL,IASI,Iasi,Padurariu Mihaita,,,,,,"SOS. PACURARI NR.35, BL.543A SC.",QUATRO GRUP DISTRIBUTION,ADRESE_2000,1
1268,ADRESE_2000,RAL CONSTRUCT MANAGEMENT SRL,IASI,Iasi,Etcu Stefan Silviu,,,,,,"SOS. BUCIUM NR.109, BL. SC.",RAL CONSTRUCT MANAGEMENT,ADRESE_2000,1
1269,ADRESE_2000,RC BETON BAU SRL,IASI,Iasi,Balan Radu,,,,,,"STR. SF. LAZAR NR.50, BL. SC.",RC BETON BAU,ADRESE_2000,1
1270,ADRESE_2000,RESONANCE DISTRIBUTION SRL,IASI,Iasi,Pocol Catalin Florin,,,,,,STR. RAMPEI NR.9 A,RESONANCE DISTRIBUTION,ADRESE_2000,1
1271,ADRESE_2000,RITMIC COM SRL,IASI,Iasi,Corneanu Costel,,,,,,"STR. PROF. TH. VASCAUTEANU NR.26, BL.3B SC.C",RITMIC COM,ADRESE_2000,1
1272,ADRESE_2000,ROMFOUR TUR SRL,IASI,Iasi,Stan Andy Dan,,,,,,"STR. STRAPUNGERE SILVESTRU NR.16, BL.T1B SC.TR. 5",ROMFOUR TUR,ADRESE_2000,1
1273,ADRESE_2000,ROMPAK SRL,IASI,Pascani,Constantin Lungu Despina Adriana,,,,,,STR. GRADINITEI NR.1C,ROMPAK,ADRESE_2000,1
1274,ADRESE_2000,ROSTOC DEAL SRL,IASI,Iasi,Andrei Ana Maria,,,,,,"SOS. PACURARI NR.116 B, BL. SC.",ROSTOC DEAL,ADRESE_2000,1
1275,ADRESE_2000,ROYAL AMEX SRL,IASI,Iasi,Scafaru Catalin,,,,,,STR. SF. PETRU MOVILA NR.47 A,ROYAL AMEX,ADRESE_2000,1
1276,ADRESE_2000,RUTILLI ADOLFO SRL,IASI,Iasi,Rutilli Guido,,,,,,"STR. REDIU TATAR NR.6, BL.482A SC.A",RUTILLI ADOLFO,ADRESE_2000,1
1277,ADRESE_2000,SALUBRIS SA,IASI,Iasi,Profire Mihai,,,,,,SOS. NATIONALA NR.43,SALUBRIS,ADRESE_2000,1
1278,ADRESE_2000,SANDRA TRADING SRL,IASI,Iasi,Gradinariu Sorel,,,,,,SOS. IASI-TG.FRUMOS KM 12 NR.,SANDRA TRADING,ADRESE_2000,1
1279,ADRESE_2000,SERVICES ROMANIA SRL,IASI,Iasi,Bondar Adrian Mihai,,,,,,"SOS. PACURARI NR.138, BL.IDEO SC.",SERVICES ROMANIA,ADRESE_2000,1
1280,ADRESE_2000,SERVICII PUBLICE IASI SA,IASI,Iasi,Hutanu Ion,,,,,,"SOS. TUDOR NECULAI NR.25, BL.ADM. SC.",SERVICII PUBLICE IASI,ADRESE_2000,1
1281,ADRESE_2000,SIGNANT HEALTH SRL,IASI,Iasi,Diaconu Vlad,,,,,,"STR. PALAT, NR.1, BL. SC.",SIGNANT HEALTH,ADRESE_2000,1
1282,ADRESE_2000,SIGNIVIS SRL,IASI,Tomesti,Acatrinei Sergiu Emanuel,,,,,,"STR. TRANDAFIRULUI NR.6, BL.7 SC.A",SIGNIVIS,ADRESE_2000,1
1283,ADRESE_2000,SIOROM SRL,IASI,Iasi,Vervaecke Bart Lieven,,,,,,"CALEA CHISINAULUI NR.43, BL.HALA 2 SC.",SIOROM,ADRESE_2000,1
1284,ADRESE_2000,SNACK TRADE SRL,IASI,Tomesti,Agatiev Andrei,,,,,,STR. STUPINELOR NR.3,SNACK TRADE,ADRESE_2000,1
1285,ADRESE_2000,SUNRISE MOTORS SRL,IASI,Letcani,Gradinariu Sanda Jenia,,,,,,SOS. IASI - TG. FRUMOS NR.KM. 12,SUNRISE MOTORS,ADRESE_2000,1
1286,ADRESE_2000,TEOVAL & CO. SRL,IASI,Targu Frumos,Cretu Diana,,,,,,"STR. STEFAN CEL MARE SI SFANT NR.12, BL.C6 SC.",TEOVAL CO,ADRESE_2000,1
1287,ADRESE_2000,TERMO SERVICE SA,IASI,Iasi,Tiron Vasile,,,,,,ALEEA GRADINARI NR.8,TERMO SERVICE,ADRESE_2000,1
1288,ADRESE_2000,TIGLA TONMIR SRL,IASI,Bratuleni,Tonegaru Andrei Razvan,,,,,,STR. BASARABIA NR.1 A,TIGLA TONMIR,ADRESE_2000,1
1289,ADRESE_2000,TOKYO MOTORS SRL,IASI,Iasi,Vasilescu Stefan Bogdan,,,,,,"BDUL. CHIMIEI NR.12, BL.PAV. ADM. SC.",TOKYO MOTORS,ADRESE_2000,1
1290,ADRESE_2000,TRANS OIL MOTORS SRL,IASI,Bohotin,Lungu Alis Teodora,,,,,,BL. SC.,TRANS OIL MOTORS,ADRESE_2000,1
1291,ADRESE_2000,TRANSGOR LOGISTIK SRL,IASI,Tomesti,Goriuc Mihai Arborel,,,,,,STR. STUPINELOR NR.41,TRANSGOR LOGISTIK,ADRESE_2000,1
1292,ADRESE_2000,URBIOLED SRL,IASI,Valea Lupului,Ciotir Ana Maria,,,,,,"STR. VICTORIEI, NR.69",URBIOLED,ADRESE_2000,1
1293,ADRESE_2000,USI365 DEVELOPMENT SRL,IASI,Iasi,Lefter Stefan Marian,,,,,,"CALEA CHISINAULUI NR.25, BL.C2 SC.",USI365 DEVELOPMENT,ADRESE_2000,1
1294,ADRESE_2000,VATICIP ADY SRL,IASI,Iasi,Prisecariu Vasile,,,,,,"SOS. BARNOVA NR.63, BL. SC.",VATICIP ADY,ADRESE_2000,1
1295,ADRESE_2000,VETRO SOLUTIONS SA,IASI,Iasi,Fodor Dumitru,,,,,,"CALEA CHISINAULUI NR.6, BL.C1 SC.",VETRO SOLUTIONS,ADRESE_2000,1
1296,ADRESE_2000,VIOSAND TRICOTEXT SRL,IASI,Pascani,Sandu Vasile,,,,,,STR. SPORTULUI NR.9,VIOSAND TRICOTEXT,ADRESE_2000,1
1297,ADRESE_2000,ZEELANDIA SRL,IASI,Valea Lupului,Bocaniciu Ovidiu Sorin,,,,,,"DN. 28 NR.4, BL.CORP C1 SC.",ZEELANDIA,ADRESE_2000,1
1298,ADRESE_2000,ZOORK SRL,IASI,Tomesti,Harhata Constantin Alin,,,,,,"STR. PROF. PETRU OLTEANU NR.147 1 N, BL.C1 SC.",ZOORK,ADRESE_2000,1
1299,grecia,ALINDA RO SRL,ILFOV,Bragadiru,Kyriakos Kouloumpis,alindaro@alinda.ro,,,,14475230,"SOS. CENTURII, NR. 5-7",ALINDA RO,grecia,1
1300,grecia,ANALKO ALUMINIUM INDUSTRY SRL,ILFOV,Jilava,Stamataki Dimitra,office@analkoaluminium.ro,secretariat.analko@yahoo.com,,,527130,"PREL. SOSELEI GIURGIULUI, NR. 33A",ANALKO ALUMINIUM INDUSTRY,grecia,1
1301,grecia,DRUCKFARBEN ROMANIA SRL,ILFOV,Magurele,Ursuleanu Alex Cristian,office.dfr@druckfarbengroup.com,inksdivision@druckfarben.ro,,,15349880,"STR. ATOMISTILOR, NR. 17-23",DRUCKFARBEN ROMANIA,grecia,1
1302,grecia,ELTON CORPORATION SA,ILFOV,Pantelimon,Papathanasiou Nestor,info.bucharest@elton-group.com,info.cluj@elton-group.com,,,2189180,"STR. CAMPULUI, NR. 5",ELTON CORPORATION,grecia,1
1303,grecia,FATROM ADITIVI FURAJERI SRL,ILFOV,Pantelimon,Ichim Dana Denis,office@fatrom.ro,ichim@fatrom.ro,,,13427980,"STR. CERNICA, NR. 75-25",FATROM ADITIVI FURAJERI,grecia,1
1304,grecia,FLEXIKOM INTERTRADE SRL,ILFOV,Popesti Leordeni,Nianias Ioannis,office@flexikom.ro,,,,31167850,"DRUM FERMEI, NR. 73E",FLEXIKOM INTERTRADE,grecia,1
1305,grecia,ISOMAT ROMANIA SRL,ILFOV,Pantelimon,Pop Tiberiu,info@isomat.ro,sales@isomat.ro,,,30208310,"STR. ISLAZULUI, NR. 1-5",ISOMAT ROMANIA,grecia,1
1306,grecia,KALLAS ROMANIA SRL,ILFOV,Clinceni,Ioannis Kallas,dbarbu@kallas.ro,,,,16122560,"SOS. DE CENTURA, NR. 1",KALLAS ROMANIA,grecia,1
1307,grecia,KARAMOLEGOS BAKERY ROMANIA SRL,ILFOV,Popesti Leordeni,Karamalegkos Emmanouil,f.dumitru@karamolegos-bkr.ro,office@karamolegos-bkr.ro,,,16898180,"SOS. OLTENITEI, NR. 292",KARAMOLEGOS BAKERY ROMANIA,grecia,1
1308,grecia,PICOFARM SRL,ILFOV,Popesti Leordeni,Brousovanas Dimitrios,,picovitromania@yahoo.com,,,9158430,"SOS. OLTENITEI, NR. 220",PICOFARM,grecia,1
1309,grecia,PROMIDEA SRL,ILFOV,Voluntari,Panera Christiana,info@promidea.eu,sales1@promidea.eu,,,19318920,"BDUL. PIPERA TUNARI, NR. 1B",PROMIDEA,grecia,1
1310,grecia,PYRAMIS ROMANIA SRL,ILFOV,Otopeni,Bogdan Radu Iugulescu,office@pyramis.ro,marketing@pyramis.ro,,,14262850,"STR. AVRAM IANCU, NR. 30",PYRAMIS ROMANIA,grecia,1
1311,grecia,ROHEL TRANS INTERNATIONAL SRL,ILFOV,Olteni,Vournazos Efstathios,office@rohel.ro,comenzi@rohel.ro,,,13427750,"SOS. DE CENTURA, NR. 4",ROHEL TRANS INTERNATIONAL,grecia,1
1312,grecia,ROMCOLOR 2000 SA,ILFOV,Copaceni,Tonescu Florin,info@romcolor.ro,marketing@romcolor.ro,,,18167400,"INTR. SALCAMULUI, NR. 1",ROMCOLOR 2000,grecia,1
1313,grecia,SIDMA ROMANIA SRL,ILFOV,Caldararu,Michail Samonas,sales@sidma-ro.vionet.gr,office@sidma-ro.vionet.gr,,,15926590,"STR. OXIGENULUI, NR. 2",SIDMA ROMANIA,grecia,1
1314,grecia,SKREKIS ELECTRIC S.K. SRL,ILFOV,Otopeni,Panagiotis Skrekis,info@skrekis.ro,contabilitate@skrekis.ro,,,15939910,"SOS. ODAII, NR. 44",SKREKIS ELECTRIC S K,grecia,1
1315,ADRESE_2000,DESTINATAR<50C,JUDET,Localitate_Destinatar,formula_de_adresare,,,,,,"adreSa_deSTinaTar<50c, adreSa_deSTinaTar<50c",DESTINATAR 50C,ADRESE_2000,1
1316,mures,2B GROUP SRL,MURES,Reghin,Bereczki Zsolt,hallo@naturlich.ro,,0754202320,0754202311,,,2B GROUP,mures,1
1317,mures,3EL SRL,MURES,Targu Mures,Kiss Endre,office@3el.ro,,0733945881,0721528586,,,3EL,mures,1
1318,suplimentar,A & A TRANSPORTURI SPECIALE SRL,MURES,Tarnaveni,,office@aatransporturi.com,,0723367767,0756265004,1771594,,A A TRANSPORTURI SPECIALE,suplimentar,1
1319,suplimentar,A & C TRADING SRL,MURES,Albesti,,office@actrading.ro,boca.carmen@actrading.ro,0723172354,0725573327,1672158,,A C TRADING,suplimentar,1
1320,suplimentar,A & Z TRANS SRL,MURES,Targu Mures,,axztrans@yahoo.com,,0744620506,0748426756,1602857,,A Z TRANS,suplimentar,1
1321,mures,AAGES SA,MURES,Sangeorgiu De Mures,Molnar Gabor Jozsef,service@aages.ro,contabilitate@aages.ro,0744602491,,,,AAGES,mures,1
1322,suplimentar,ABRAZIV TRADE SRL,MURES,Sanpaul,,office@abraziv.ro,,0746012212,0755079594,3943382,,ABRAZIV TRADE,suplimentar,1
1323,suplimentar,ABSOLUT GRANIT SRL,MURES,Targu Mures,,,,0723524737,,3368312,,ABSOLUT GRANIT,suplimentar,1
1324,suplimentar,ACANTHA FARM SRL,MURES,Gurghiu,,acanthafarm@yahoo.com,,0733949078,0783005752,332165,,ACANTHA FARM,suplimentar,1
1325,suplimentar,ACID MEDIA SRL,MURES,Targu Mures,,office@theacidmedia.net,,0741143388,,1449521,,ACID MEDIA,suplimentar,1
1326,suplimentar,ACM ATM SRL,MURES,Sancraiu De Mures,,acmatmtirean@gmail.com,,0752465733,,3808285,,ACM ATM,suplimentar,1
